Name,Address,Manufacturer_state,Number,URL,Employees,Description,Capabilities_Overall
"Amer-Mex Manufacturing, Inc.","Chula Vista, CA 91911 ",CA,619-710-1417,http://www.amermexmfg.com,Oct-49,"Company Description by Thomasnet
Machine shop specializing in machined parts and assemblies. Capabilities include CNC machining, milling, turning and lathe work, prototyping, welding and manufacturing services.
","['Assemblies', 'Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services', 'Welding Services']"
Ackley Metal Products,"Santa Ana, CA 92705 ",CA,714-979-7431,http://www.ackleymetal.com/,Oct-49,"Company Description by Thomasnet
Machine Work
","['Metal Spinning Services', 'Tube Fabrication and Bending Services', 'Tubes', 'Turning Services']"
Omega Precision,"Santa Fe Springs, CA 90670 ",CA,562-946-2491,https://www.omegaprecision.us/,Oct-49,"Company Description by Thomasnet
Specializing in CNC precision machining services.
",['Machining']
"Avatar Machine, LLC","Fountain Valley, CA 92708 ",CA,714-434-2737,http://www.avatarmachine.com,Not Available,"Company Description by Thomasnet
Custom manufacturer of machined parts for aerospace, commercial and industrial sectors. Capabilities include CNC precision machining, milling, lathe work, turning and band sawing.
","['Cutting Services', 'Machining', 'Milling Services', 'Turning Services']"
Penco Precision Machining,"Fontana, CA 92337 ",CA,909-349-2892,http://www.pencomachining.com,Oct-49,"Company Description by Thomasnet
CNC Machine Work Service
","['COVID-19 Response', 'Fabrication Services', 'Machining', 'Manufacturing Services', 'Medical Components', 'Milling Services', 'Prototyping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Turning Services']"
"Esco Aerospace Mfg., Inc.","La Puente, CA 91746 ",CA,626-336-3970,http://www.escoaero.com/,9-Jan,"Company Description by Thomasnet
Custom manufacturer of precision components for aerospace sector. Capabilities include CNC machining, welding, pressing, and sawing.
","['Cutting Services', 'Machining', 'Stamping Services', 'Welding Services']"
De Long Manufacturing Co.,"Santa Clara, CA 95050 ",CA,408-727-3348,http://www.delongmfg.com,Oct-49,"Company Description by Thomasnet
Machine shop specializing in precision and inspection machining services. Capabilities include kitting, assembly, band sawing, manufacturing, prototyping, CNC machining, lathe work, milling and turning.
","['Cutting Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Able Wire Edm Inc.,"Brea, CA 92821 ",CA,714-255-1967,http://www.ableedm.com,Oct-49,"Company Description by Thomasnet
Machine shop specializing in electrical discharge machining services. Capabilities include sinker and wire EDM, CNC machining, milling, turning, drilling, wire cutting and metalworking services.
","['Drilling Services', 'Fabrication Services', 'Machining', 'Milling Services', 'Turning Services']"
"Gard, R. & Co. Inc.","Paramount, CA 90723 ",CA,562-602-5551,http://www.rgard.com,9-Jan,"Company Description by Thomasnet
Machining
",['Machining']
Supertech Machining Inc.,"Chatsworth, CA 91311 ",CA,818-709-5000,http://www.supertechm.com,Not Available,"Company Description by Thomasnet
Machine shop company. Capabilities include assemblies, machining, molds, dies CNC milling and CNC turning.
","['Milling Services', 'Turning Services']"
Reid Machine,"Lake Elsinore, CA 92530 ",CA,951-245-8850,https://reidmachine.com/,9-Jan,"Company Description by Thomasnet
Specializing in precision CNC machining, prototype & short run capabilities. Manufacturer of exhaust rocker arms.
","['Arms', 'Centers', 'Machining']"
Matrix Sales,"Los Gatos, CA 95032 ",CA,408-354-4271,Http://www.matrixsales.com,9-Jan,"Company Description by Thomasnet
Manufacturer Of Printed Circuit Boards On Backplanes, BGA, Rigid Flex, Military Specification, Blind & Buried Vias, Multilayer, Surface Mount, PCM CIA & Impedance.
","['Assembly Services', 'Prototyping Services']"
Coast Precision Enterprises,"San Diego, CA 92121 ",CA,858-695-9585,https://www.coastprecision.com/,Oct-49,"Company Description by Thomasnet
Machine Work
","['Assemblies', 'Machining', 'Turning Services']"
"Oberon Design, Inc.","Santa Rosa, CA 95403 ",CA,707-570-3190,http://www.oberondesign.com,Oct-49,"Company Description by Thomasnet
Machining of handcrafted products provided. Capabilities include cutting, prototyping and casting. Materials machined include leather, wood, metal and cloth.
","['Casting Services', 'Cutting Services', 'Machining', 'Punching Services']"
S&T Precision Machining,"Fountain Valley, CA 92708 ",CA,714-241-1680,http://www.sntprecision.com,Not Available,"Company Description by Thomasnet
CNC precision machining services. Capabilities include turning, Swiss screw machining, and milling.
","['Machining', 'Milling Services', 'Turning Services']"
Moss Precision,"Hayward, CA 94545 ",CA,510-785-2235,http://www.mossprecision.com,50-99,"Company Description by Thomasnet
Metal Fabrication
","['Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Manufacturing Services', 'Milling Services', 'Punching Services', 'Turning Services']"
Lewis Racing Engines,"Laytonville, CA 95454 ",CA,707-984-6103,http://www.lewisracingengines.com,9-Jan,"Company Description by Thomasnet
Automotive machine shop. Services include CNC machining, Testing, Data Acquisition and Control, Measurements, Engine Simulation, Thermal Cleaning and Blasting.
","['Fulfillment Services', 'Machining']"
Robert's Honing & Gundrilling Inc,"Santa Fe Springs, CA 90670 ",CA,800-263-7862,http://www.robertshoning.com,9-Jan,"Company Description by Thomasnet
Honing, Drilling-Deep Hole, Trepanning, Boring, Turning, Facing
","['Drilling Services', 'Maintenance and Repair Services']"
"Daniels Engraving Co., Inc.","San Fernando, CA 91340 ",CA,877-411-3264,http://www.danielsengraving.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer of fine art and foam sculptures. Products include heads, faces, signs, plaques, mannequins, cut foams and architectural products.
","['Dies', 'Embossing Services', 'Foams', 'Machining', 'Molds', 'Signs']"
Mectec Molds Inc,"Upland, CA 91786 ",CA,909-981-3636,http://mectecmoulds.com/,Not Available,"Company Description by Thomasnet
Design & Build Plastic Injection Molds, General Machining
","['Bases', 'Machining', 'Milling Services', 'Molds', 'Tool and Die Services']"
Price Manufacturing Company,"Corona, CA 92880 ",CA,951-371-5660,http://www.pricemfg.com,Oct-49,"Company Description by Thomasnet
Custom job shop manufacturer specializing in screw making and CNC machining.  Capabilities include lathe work, precision cnc machining, and turning.
","['Lathes', 'Machining', 'Manufacturing Services', 'Turning Services']"
Proto-Works Precision Machining Inc.,"Westlake Village, CA 91362 ",CA,818-879-1878,http://www.proto-works.com,9-Jan,"Company Description by Thomasnet
Contract Machining & Molding
","['Machining', 'Milling Services', 'Prototyping Services']"
Design Co.,"Menlo Park, CA 94025 ",CA,650-365-6505,http://designco.net/,Oct-49,"Company Description by Thomasnet
Machine Work; Metal Stamping & Fabrication
","['Fabrication Services', 'Stamping Services']"
Advantage Metal Products,"Livermore, CA 94551 ",CA,800-958-7638,Http://www.advantagemetal.com,50-99,"Company Description by Thomasnet
Full Service Fabricator For Sheet Metal And Machined Goods.
","['Assembly Services', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Punching Services']"
"Form & Fusion Manufacturing, Inc.","Rancho Cordova, CA 95742 ",CA,916-638-8576,http://www.form-fusion.com/,Oct-49,"Company Description by Thomasnet
Metal fabrication service
","['Cutting Services', 'Fabrication Services', 'Forming Services', 'Milling Services', 'Stamping Services', 'Welding Services']"
Machine Precision Components,"Santa Fe Springs, CA 90670 ",CA,562-404-0500,http://www.mpcmachining.com,Oct-49,"Company Description by Thomasnet
Machining services for the aerospace, commercial and military industries. Capabilities include CNC machining and milling, rapid prototyping, lathe work, hydraulic fittings and high precision components.
","['Additive Manufacturing', 'Machining', 'Milling Services', 'Turning Services']"
Jiffy Machine & Welding,"El Cajon, CA 92020 ",CA,619-448-3127 (fax),http://www.jiffymachine.com,Oct-49,"Company Description by Thomasnet
Job shop services provided. Capabilities include fabrication, milling, turning, and welding.
","['Cutting Services', 'Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Stamping Services', 'Turning Services']"
Cummins Aerospace,"Anaheim, CA 92806 ",CA,714-879-2800,https://cumminsaerospace.com/,Not Available,"Company Description by Thomasnet
Machined Aircraft Parts
","['Aircraft Parts', 'Bushings', 'Fittings', 'Machining', 'Pins', 'Pistons']"
"Flying J Machine, Inc.","Escondido, CA 92029 ",CA,760-504-0323,http://www.flyingjmachine.com,Not Available,"Company Description by Thomasnet
Custom manufacturer of machined parts. Capabilities include CNC machining, wire EDM, milling, turning, threading, urethane molding and assembly.
","['Machining', 'Milling Services', 'Turning Services']"
Rapid Axis,"Redwood City, CA 94061 ",CA,650-587-1500,https://rapidaxis.com,Not Available,"Company Description by Thomasnet
Custom manufacturing services. Capabilities include castings, injection molding, sheet metal fabrication, and CNC machining.
","['Casting Services', 'Fabrication Services', 'Machining', 'Molding Services']"
"Tecfar Manufacturing, Inc.","Sun Valley, CA 91352 ",CA,818-767-0677,http://www.tecfar.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of aerospace and medical components. Capabilities include machining, lathe work, milling, turning and prototyping.
","['Assemblies', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Barrot Corporation,"Irvine, CA 92614 ",CA,949-852-1640,Http://www.barrotcorp.com,Oct-49,"Company Description by Thomasnet
Manufacturer Of Workstations, Pallets, Aluminum & Stainless Steel Solders, & Equipment. Services Available Are: Cnc Machining, Edm Sinking, Milling, Drilling, Prototyping & Tooling.
","['Assembly Services', 'Cutting Services', 'Drilling Services', 'Machining', 'Prototyping Services', 'Solder', 'Turning Services']"
Lange Precision,"Fullerton, CA 92831 ",CA,714-870-5420,https://www.langeprecision.com/,Oct-49,"Company Description by Thomasnet
Machine Working Service
","['Custom Machinery', 'Machining', 'Research, Design and Development Services']"
Freeberg Industrial Fabrication,"Escondido, CA 92029 ",CA,760-737-7614,http://www.freeberg.com,50-99,"Company Description by Thomasnet
Manufacturer Of Sheet Metal Fabrications; Service
","['Cutting Services', 'Enclosures', 'Fabrication Services', 'Frames', 'Milling Services', 'Ventilators', 'Welding Services']"
Cannonplastics,"San Jose, CA 95111 ",CA,408-685-6036,http://www.cannonplastics.com,9-Jan,"Company Description by Thomasnet
Plastic Fabrication & Machining Including Cnc Machining & Routing, Bonding, Bending, Welding, Vacuum-forming & Polishing.
","['Fabrication Services', 'Forming Services', 'Machining', 'Plastics', 'Routing Services', 'Turning Services', 'Welding Services']"
Solal Manufacturing Inc.,"Sun Valley, CA 91352 ",CA,818-504-0583,http://www.solal-mfg.com/,9-Jan,"Company Description by Thomasnet
Precision CNC machining for aerospace, medical, automotive and robotics industries. Capabilities include CNC turning, EDM, CAD/CAM, prototypes, assemblies, TIG/MIG welding and inspection.
","['Assemblies', 'Machining', 'Prototyping Services', 'Turning Services', 'Welding Services']"
"Petersen Precision Engineering, LLC","Redwood City, CA 94063 ",CA,650-365-4373,http://www.petersenprecision.com,100-199,"Company Description by Thomasnet
Contract manufacturer of small to medium size precision metal parts in production volume. Standard materials include steel, stainless steel, aluminum & metals also include tungsten, titanium, molybdenum, copper, Nitinol, Elgiloy, Alloy 49, InconelÂ® & MonelÂ®. Capabilities include milling, turning, grinding, fineblanking, lapping, wire EDM, deburring, & broaching services. JIT delivery & Kan-Ban programs are available. Markets served include aerospace, electronics, transportation, machine tools, medical, laboratory instrumentation & cutting tools. ISO 9000 & Mil 45208A compliant.
","['Broaching Services', 'Drafting Services', 'Machining', 'Manufacturing Services', 'Milling Services', 'Stamping Services']"
"Atlas Magnetics, Inc.","Anaheim, CA 92806 ",CA,714-632-9718,http://www.atlasmagnetic.net,Oct-49,"Company Description by Thomasnet
Custom manufacturer of magnetic devices in the aerospace and defense industries. Capabilities include solenoids, valves, actuators, and assemblies. Capabilities include machining and assembly services.
","['Actuators', 'Contacts', 'Harnesses', 'Machining', 'Solenoids', 'Valves']"
Antique & Classic Casting Rebuilders,"Kelseyville, CA 95451 ",CA,866-935-3227,http://www.accastingrebuilders.com,Not Available,"Company Description by Thomasnet
Cast iron and aluminum fusion welding/machining services provided. Capabilities include marine, industrial and automotive machining and welding.
","['Machining', 'Welding Services']"
"Price Products, Inc.","Escondido, CA 92029 ",CA,760-745-5602,Http://www.priceproducts.com,Oct-49,"Company Description by Thomasnet
Machine Shop Offering Precision Cnc Milling, Turning & Assembly Services For Prototypes & Production.
","['Machinery Parts', 'Machining', 'Milling Services', 'Turning Services']"
"Dynamic Fabrication, Inc.","Santa Ana, CA 92707 ",CA,714-662-2440,http://www.dynamicfab.com,Oct-49,"Company Description by Thomasnet
Design & manufacturer of complete systems & assemblies including framework, chambers, piping, hoppers, skids, tanks dollies, probes, fixtures & machined parts ranging from small to large. Services include R & D, prototype & short run production work. Specializes in close tolerance custom metal fabrication, Military Spec. Welding & precision machining to a broad spectrum of industries including aircraft, medical, entertainment, electronics, environmental, architectural, semi-conductor, pharmaceutical, transportation & construction.
","['Assemblies', 'Automation Systems', 'Baskets', 'Bending Services', 'Booths', 'Cabinets', 'Chambers', 'Cleanroom Equipment', 'Columns', 'Construction Services', 'Containers', 'Conveyors', 'Countertops', 'Covers', 'COVID-19 Response', 'Cutters and Cutting Machinery', 'Deburring / Deflashing Services', 'Displays', 'Dollies', 'Elbows', 'Electronics', 'Enclosures', 'Engineering Services', 'Fabrication Services', 'Forming Services', 'Frames', 'Ground Support Equipment', 'Guards', 'Handling Equipment', 'Hangers', 'Hoppers', 'Ironwork', 'Jigs', 'Machining', 'Medical Components', 'Mezzanines', 'Pipes', 'Platforms', 'Props', 'Prototyping Services', 'Punching Services', 'Racks', 'Research, Design and Development Services', 'Shelters', 'Shelves and Shelving', 'Spacecraft', 'Stacks', 'Steel', 'Strainers', 'Tables', 'Tanks', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Trailers', 'Trucks and Carts', 'Tube Fabrication and Bending Services', 'Tubes', 'Welding Services']"
"Precision Aircraft Machining Co., Inc.","Sun Valley, CA 91352 ",CA,818-768-5900,http://www.pamco-usa.com/,Not Available,"Company Description by Thomasnet
Custom manufacturer of precision parts and components. Products include hydraulic and tube fittings. Capabilities include CNC machining, lathe work, milling and turning.
","['Couplers and Couplings', 'Fittings', 'Machining', 'Milling Services', 'Turning Services']"
A-1 Machining and Welding,"Fullerton, CA 92831 ",CA,714-983-2550,https://a1weldingshop.com/,9-Jan,"Company Description by Thomasnet
Custom manufacturer. Fabricating, machining, and welding services available.
","['Fabrication Services', 'Machining', 'Welding Services']"
"Stencil Master, Inc.","San Jose, CA 95131 ",CA,408-428-9695,http://www.stencilmaster.net/,Oct-49,"Company Description by Thomasnet
Custom manufacturer of stencils. Products include fixtures and wave solders. Capabilities include CNC machining, and fabrication.
","['Fabrication Services', 'Fixtures', 'Machining', 'Solder', 'Stencils']"
ZI Machine Manufacturing,"El Dorado Hills, CA 95762 ",CA,916-933-5280,http://www.zimachine.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of precision parts. Capabilities include CNC Machining, milling, turning, lathe work, prototyping and assembly. Materials handled include Inconel, beryllium, beryllium copper, carbon steels and aluminum.
","['Machining', 'Milling Services', 'Turning Services']"
Dial Precision Inc.,"Hesperia, CA 92345 ",CA,760-947-3557,http://www.dialprecision.com,50-99,"Company Description by Thomasnet
Custom manufacturer of precision tolerance machined components for aerospace, automotive, fluid power and OEM markets. Capabilities include precision finishing, vertical machining, turning and drilling.
","['Machining', 'Turning Services']"
McIntire Machine Inc.,"Crows Landing, CA 95313 ",CA,209-837-4409,http://www.mcintiremachineinc.com,9-Jan,"Company Description by Thomasnet
Prototype and high production machining services. Capabilities include welding, fabrication, CNC milling and CNC lathe work.
","['Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Ocsay Precision Tool Co.,"Brea, CA 92821 ",CA,714-870-1717,http://www.ocsay.com/,9-Jan,"Company Description by Thomasnet
Precision machining services. Capabilities include CNC and vertical machining, turning, milling, manufacturing and lathe work. Markets served include tool and electronic industries.
","['Machining', 'Milling Services', 'Turning Services']"
PWP Manufacturing LLC,"Santa Clara, CA 95054 ",CA,408-748-0120,http://pwpmfg.com,Oct-49,"Company Description by Thomasnet
Manufacturer of metal fabrications. Sheet metal work service
","['Assemblies', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Punching Services', 'Turning Services', 'Welding Services']"
Ward Automatic,"Tehachapi, CA 93561 ",CA,661-822-7543,http://www.wardautomatic.com,Oct-49,"Company Description by Thomasnet
Manufacturer Of Screw Machine Products
","['Fabrication Services', 'Machining']"
B & Z MFG. Co.,"San Jose, CA 95131 ",CA,408-943-1117,http://www.bzmfg.com,Oct-49,"Company Description by Thomasnet
Machine Work, CNC Milling & Turning Service
","['Machining', 'Milling Services']"
California Machine Specialties,"Chino, CA 91710-2095 ",CA,909-464-0405,http://calmachine.com/,Oct-49,"Company Description by Thomasnet
Manufacturer Of Metal & Plastics; Contract Machining
","['Casting Services', 'Forging Services', 'Machining', 'Milling Services', 'Turning Services']"
Wilmanco,"Moorpark, CA 93021 ",CA,805-523-2390,Http://www.wilmanco.com,Oct-49,"Company Description by Thomasnet
Manufacturer Of Microwave Products. Products Include Crystal Oscillators, Multipliers & Frequency Multipliers.
","['Additive Manufacturing', 'Cutting Services', 'Machining', 'Milling Services', 'Multipliers', 'Oscillators', 'Prototyping Services']"
Machine Parts Co.,"Redwood City, CA 94063 ",CA,650-365-0580,https://www.machinepartsco.com/,Oct-49,"Company Description by Thomasnet
General Contracting Service
","['Alignment Services', 'Machining']"
Cheek Machine,"Anaheim, CA 92805 ",CA,714-279-9486,http://www.cheekmachine.com/,Oct-49,"Company Description by Thomasnet
Precision CNC machined parts for the aerospace, medical, automotive, marine, and commercial industries. Services include milling and turning.
","['Engineering Services', 'Forming Services', 'Machining', 'Milling Services', 'Mills', 'Turning Services']"
"Kilgore Machine Company, Inc.","Santa Ana, CA 92704 ",CA,714-540-3659,http://www.kilgoremachinecompany.com,Oct-49,"Company Description by Thomasnet
Specializing in turning, milling, drilling, grinding, tapping, lathe work and inspection services for aerospace application.
","['Machining', 'Milling Services', 'Turning Services']"
Metal Cutting Service,"City Of Industry, CA 91745-1719 ",CA,877-Metalcut,http://www.metalcut.com,Oct-49,"Company Description by Thomasnet
Band Saw Metal Cutting Service
","['Cutting Services', 'Fabrication Services', 'Machining', 'Metal Service Centers', 'Miscellaneous Metals', 'Slitting Services', 'Steel']"
"D&T Machining, Inc","San Jose, CA 95133 ",CA,408-926-5328,Http://www.dtmachining.com,9-Jan,"Company Description by Thomasnet
Manufacturer Offering Precision Machined Components For Use With Semiconductor, Aerospace, Medical & Electronic Applications.
","['Assemblies', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Pure Black Inc.,"Santa Rosa, CA 95407 ",CA,888-640-6423,http://www.pureblackinc.com,9-Jan,"Company Description by Thomasnet
Provider of laser fabrication, CNC routing, milling and woodworking services. Stock products available.
","['Cutting Services', 'Engraving Services', 'Machining', 'Milling Services', 'Routing Services']"
"Tri Models, Inc","Huntington Beach, CA 92649 ",CA,714-896-0823,Http://www.trimodels.com,50-99,"Company Description by Thomasnet
Manufacturer Of Wind Tunnel Models & Propulsion Test Hardware.  Provides Complete Design, Fabrication, Instrumentation & Test Support For The Aerospace Industry
","['Additive Manufacturing', 'Fabrication Services', 'Machining', 'Milling Services', 'Models', 'Tunnels', 'Turning Services']"
Arvi Manufacturing Co.,"Sunnyvale, CA 94089 ",CA,408-734-4776,http://www.arvi.net/,9-Jan,"Company Description by Thomasnet
Sheet Metal Work
","['Fabrication Services', 'Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
"Humboldt Instrument Company, Inc.","San Leandro, CA 94577 ",CA,510-357-1237,http://huminst.com/wpress/,Oct-49,"Company Description by Thomasnet
Manufacturer Of Vacuum Chambers; Machine Work Service
","['Assemblies', 'Chambers', 'Drafting Services', 'Fabrication Services', 'Grinding Services', 'Machining', 'Milling Services', 'Turning Services']"
"Truitt Machine & Fabrication, Inc.","Chula Vista, CA 91910 ",CA,619-498-1300,http://www.truittmachine.com/,Not Available,"Company Description by Thomasnet
Custom manufacturer of prototype parts for commercial, marine, and government sectors. Capabilities include machining, fabrication and welding services.
","['Fabrication Services', 'Machining', 'Prototyping Services']"
Continental Industries,"Anaheim, CA 92806 ",CA,714-632-9190,http://www.continental-ind.com/,50-99,"Company Description by Thomasnet
Machine shop specializing in sheet metal fabrication services. Capabilities include CNC machining, turret punching, bending, welding, assembly, prototyping and manufacturing services.
","['Bending Services', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Prototyping Services', 'Punching Services', 'Welding Services']"
"Excel CNC Machining, Inc.","Santa Clara, CA 95054 ",CA,408-970-9460,http://www.excel-cnc.com/,Oct-49,"Company Description by Thomasnet
Machine shop specializing in CNC machining. Capabilities include lathe work, vertical and horizontal milling. Materials handled include aluminum, carbon steel, stainless steel, and plastics.
","['Machining', 'Milling Services', 'Turning Services']"
Industrial Machine & Weld,"Lake Elsinore, CA 92530 ",CA,951-245-6219,http://www.imwservice.com,9-Jan,"Company Description by Thomasnet
Machine shop specializing in machining, welding, cutting, tapping, assembly, brazing and turning. Design, finishing and engineering are also provided.
","['Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
"GSE, Inc.","South Lake Tahoe, CA 96150 ",CA,916-484-1012,http://www.gsehfe.com,Not Available,"Company Description by Thomasnet
Machine shop specializing in fabrication for aviation and military sectors. Capabilities include CNC machining, turning, milling, boring, grinding and gear cutting.
","['Cutting Services', 'Machining', 'Milling Services', 'Turning Services']"
El Camino Machine & Welding,"Salinas, CA 93901 ",CA,831-758-8309,https://www.elcaminomachine.net,Oct-49,"Company Description by Thomasnet
Service Company Offering Machining & Fabrication Services.
","['Cutting Services', 'Forming Services', 'Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
Acrylonics,"San Jose, CA 95126 ",CA,408-998-8339,http://www.acrylonics.net,9-Jan,"Company Description by Thomasnet
Manufacturer of custom acrylic products.
","['Acrylic', 'Awards', 'Cases', 'Displays', 'Fabrication Services', 'Forming Services', 'Holders', 'Machining', 'Signs', 'Tubes']"
Black Bart Welding & Machine Shop,"Nevada City, CA 95959 ",CA,530-265-4816,http://blackbartironworks.com/,9-Jan,"Company Description by Thomasnet
Manufacturer Of Metal Fabrications; Welding, Machine Work Service
","['Fabrication Services', 'Iron (Metal)', 'Machining']"
Ace Tube Bending,"Aliso Viejo, CA 92656 ",CA,949-362-2220,http://www.acetubebending.com,Oct-49,"Company Description by Thomasnet
Tube Bending, Machining, Welding
","['Bending Services', 'Brazing Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Milling Services', 'Stamping Services', 'Swaging Services', 'Tube Fabrication and Bending Services', 'Turning Services', 'Welding Services']"
Emkay Manufacturing Inc.,"Redwood City, CA 94063 ",CA,650-365-3010,http://www.emkaymfg.com,Oct-49,"Company Description by Thomasnet
Manufacturer Of Precision Machined Products With Additional Services In Cnc Milling & Turning.
","['Machining', 'Milling Services', 'Prototyping Services', 'Treatment Services', 'Turning Services']"
"Advanced Mold Technology, Inc.","Brea, CA 92821 ",CA,714-990-0144,http://advancedmold.com/,Oct-49,"Company Description by Thomasnet
Job shop specializing in CNC machining, precision molds and tooling. Capabilities include CNC machining, 3D printing, grinding, laser engraving, 5-axis machining, plating, polishing and composite tooling.
","['Additive Manufacturing', 'Engraving Services', 'Grinding Services', 'Machining', 'Milling Services', 'Mills', 'Molding Services', 'Molds', 'Plating Services', 'Prototyping Services', 'Tooling', 'Treatment Services', 'Turning Services']"
DIG53,"Northridge, CA 91325 ",CA,818-885-0894,http://www.dig53.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer providing plastic fabrication services. Capabilities include prototypes, production parts and more.
",['Forming Services']
HMC Mold,"Anaheim, CA 92807 ",CA,714-996-0897,http://www.hmcmold.com,Not Available,Not Available,"['Extruding Equipment', 'Milling Services', 'Mills', 'Molding Services', 'Molds', 'Plastics', 'Research, Design and Development Services']"
BTI Inc.,"Santee, CA 92071 ",CA,619-562-3071,http://bti-tool.com/,Oct-49,"Company Description by Thomasnet
Manufacturers Of Aluminum Constructed Compact Hand-Held, Air Operated Vacuum Cleaners With Replaceable Fabric Bags, Attachments & Kits; Hex Socket Head Installation Wrenches/Drivers, Adapters & Keys In Fraction & Metric Sizes In Both Steel & Stainless Alloys
","['Bits', 'Cleaning Equipment', 'Fabrication Services', 'Machining', 'Tool and Die Services', 'Tools', 'Wrenches']"
Sawtelle & Rosprim Machine Shop,"Corcoran, CA 93212 ",CA,559-992-2117,http://www.sawtelleandrosprim.com,Oct-49,"Company Description by Thomasnet
Manufacturer of portable irrigation pumps.
","['Fabrication Services', 'Irrigation Equipment', 'Machining', 'Pumps']"
Lenz Technology,"Mountain View, CA 94041 ",CA,650-966-1784,http://lenztech.com/,Oct-49,"Company Description by Thomasnet
Manufacturer Of Stainless Steel Products
","['Fabrication Services', 'Fittings', 'Machining', 'Milling Services', 'Turning Services']"
"Silica Engineering Group, Inc.","Santa Clara, CA 95054 ",CA,408-844-9663,http://www.superiorqtz.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of quartz, ceramic and silicon products and parts. Capabilities include machining, prototyping, manufacturing services.
","['Fabrication Services', 'Machining', 'Prototyping Services']"
Lobart Co.,"Pacoima, CA 91331 ",CA,818-896-2399,https://lobartco.net/index.html,Oct-49,"Company Description by Thomasnet
Machine work service
","['Lapping Services', 'Machining', 'Milling Services']"
"Willis Machine, Inc.","Oxnard, CA 93030 ",CA,805-604-4500,http://www.willismachine.com,Oct-49,"Company Description by Thomasnet
Precision Machining Job Shop
","['Additive Manufacturing', 'Broaching Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Lee Goebel Enterprises,"Orange, CA 92865 ",CA,714-637-9600,http://www.leegoebelenterprises.com,Not Available,"Company Description by Thomasnet
Custom manufacturer of honeycomb composite parts, components and assemblies.  Capabilities include metal fabrication, 5 axis machining, milling, tooling and engineering.
","['Assembly Services', 'Bonding Services', 'Fabrication Services', 'Machining', 'Milling Services']"
"Serrano Industries, Inc.","Santa Fe Springs, CA 90670 ",CA,562-777-8180,http://www.serrano-ind.com/,Oct-49,"Company Description by Thomasnet
Machine shop specializing in precision CNC machining services. Capabilities include CNC milling, lathe work, wire EDM and turning services.
","['Machining', 'Milling Services', 'Turning Services']"
Upton Sheet Metal,"Anaheim, CA 92806 ",CA,714-630-5271,https://www.uptonsheetmetal.com/,Oct-49,"Company Description by Thomasnet
Fabrication and engineering services. Capabilities include shearing, punching, rolling, forming, spot welding, water jet machining, plasma cutting, MIG and TIG welding.
","['Cutting Services', 'Fabrication Services', 'Forming Services', 'Grinding Services', 'Machining', 'Punching Services', 'Welding Services']"
